class,words
spam,"['please', 'call', 'our', 'customer', 'service', 'representative', 'on', 'freephone', 'between', 'ampm', 'as', 'you', 'have', 'won', 'guaranteed', 'cash', 'or', 'prize']"
ham,"['have', 'you', 'got', 'xmas', 'radio', 'times', 'if', 'not', 'will', 'get', 'it', 'now']"
ham,"['jus', 'reached', 'home', 'go', 'bathe', 'first', 'but', 'my', 'sis', 'using', 'net', 'tell', 'when', 'she', 'finishes']"
spam,"['are', 'you', 'unique', 'enough', 'find', 'out', 'from', 'th', 'august', 'wwwareyouuniquecouk']"
ham,"['im', 'sorry', 'ive', 'joined', 'the', 'league', 'of', 'people', 'that', 'dont', 'keep', 'in', 'touch', 'you', 'mean', 'great', 'deal', 'to', 'me', 'you', 'have', 'been', 'friend', 'at', 'all', 'times', 'even', 'at', 'great', 'personal', 'cost', 'do', 'have', 'great', 'week']"
ham,"['hi', 'finally', 'completed', 'the', 'course']"
ham,"['it', 'will', 'stop', 'on', 'itself', 'however', 'suggest', 'she', 'stays', 'with', 'someone', 'that', 'will', 'be', 'able', 'to', 'give', 'ors', 'for', 'every', 'stool']"
ham,"['how', 'are', 'you', 'doing', 'hope', 'youve', 'settled', 'in', 'for', 'the', 'new', 'school', 'year', 'just', 'wishin', 'you', 'gr', 'day']"
ham,"['gud', 'mrng', 'dear', 'hav', 'nice', 'day']"
ham,"['did', 'got', 'that', 'persons', 'story']"
ham,"['is', 'your', 'hamster', 'dead', 'hey', 'so', 'tmr', 'meet', 'you', 'at', 'pm', 'orchard', 'mrt']"
ham,"['hi', 'its', 'kate', 'how', 'is', 'your', 'evening', 'hope', 'can', 'see', 'you', 'tomorrow', 'for', 'bit', 'but', 'have', 'to', 'bloody', 'babyjontet', 'txt', 'back', 'if', 'can', 'xxx']"
ham,"['found', 'it', 'enc', 'ltgt', 'where', 'you', 'at']"
ham,"['sent', 'you', 'ltgt', 'bucks']"
ham,"['hello', 'darlin', 'ive', 'finished', 'college', 'now', 'so', 'txt', 'me', 'when', 'finish', 'if', 'can', 'love', 'kate', 'xxx']"
ham,"['your', 'account', 'has', 'been', 'refilled', 'successfully', 'by', 'inr', 'ltdecimalgt', 'your', 'keralacircle', 'prepaid', 'account', 'balance', 'is', 'rs', 'ltdecimalgt', 'your', 'transaction', 'id', 'is', 'kr', 'ltgt']"
ham,"['goodmorning', 'sleeping', 'ga']"
ham,"['call', 'me', 'alter', 'at', 'ok']"
ham,"['say', 'until', 'like', 'dat', 'dun', 'buy', 'ericsson', 'oso', 'cannot', 'oredi', 'lar']"
ham,"['as', 'entered', 'my', 'cabin', 'my', 'pa', 'said', 'happy', 'bday', 'boss', 'felt', 'special', 'she', 'askd', 'me', 'lunch', 'after', 'lunch', 'she', 'invited', 'me', 'to', 'her', 'apartment', 'we', 'went', 'there']"
ham,"['aight', 'yo', 'dats', 'straight', 'dogg']"
ham,"['you', 'please', 'give', 'us', 'connection', 'today', 'itself', 'before', 'ltdecimalgt', 'or', 'refund', 'the', 'bill']"
ham,"['both', 'shoot', 'big', 'loads', 'so', 'get', 'ready']"
ham,"['whats', 'up', 'bruv', 'hope', 'you', 'had', 'great', 'break', 'do', 'have', 'rewarding', 'semester']"
ham,"['home', 'so', 'we', 'can', 'always', 'chat']"
ham,"['kkgoodstudy', 'well']"
ham,"['yup', 'how', 'noe', 'leh']"
ham,"['sounds', 'great', 'are', 'you', 'home', 'now']"
ham,"['finally', 'the', 'match', 'heading', 'towards', 'draw', 'as', 'your', 'prediction']"
ham,"['tired', 'havent', 'slept', 'well', 'the', 'past', 'few', 'nights']"
ham,"['easy', 'ahsen', 'got', 'selected', 'means', 'its', 'good']"
ham,"['have', 'to', 'take', 'exam', 'with', 'march']"
ham,"['yeah', 'you', 'should', 'think', 'you', 'can', 'use', 'your', 'gt', 'atm', 'now', 'to', 'register', 'not', 'sure', 'but', 'if', 'theres', 'anyway', 'can', 'help', 'let', 'me', 'know', 'but', 'when', 'you', 'do', 'be', 'sure', 'you', 'are', 'ready']"
ham,"['ok', 'no', 'prob', 'take', 'ur', 'time']"
ham,"['there', 'is', 'os', 'called', 'ubandu', 'which', 'will', 'run', 'without', 'installing', 'in', 'hard', 'diskyou', 'can', 'use', 'that', 'os', 'to', 'copy', 'the', 'important', 'files', 'in', 'system', 'and', 'give', 'it', 'to', 'repair', 'shop']"
ham,"['sorry', 'ill', 'call', 'later']"
ham,"['say', 'leh', 'of', 'course', 'nothing', 'happen', 'lar', 'not', 'say', 'romantic', 'jus', 'bit', 'only', 'lor', 'thk', 'nite', 'scenery', 'not', 'so', 'nice', 'leh']"
spam,"['new', 'mobiles', 'from', 'must', 'go', 'txt', 'nokia', 'to', 'no', 'collect', 'yours', 'todayfrom', 'only', 'wwwtcbiz', 'optout', 'gbpmtmsg']"
ham,"['would', 'really', 'appreciate', 'if', 'you', 'call', 'me', 'just', 'need', 'someone', 'to', 'talk', 'to']"
spam,"['will', 'meet', 'ur', 'dream', 'partner', 'soon', 'is', 'ur', 'career', 'off', 'flyng', 'start', 'find', 'out', 'free', 'txt', 'horo', 'followed', 'by', 'ur', 'star', 'sign', 'horo', 'aries']"
ham,"['hey', 'company', 'elama', 'po', 'mudyadhu']"
ham,"['life', 'is', 'more', 'strict', 'than', 'teacher', 'bcoz', 'teacher', 'teaches', 'lesson', 'amp', 'then', 'conducts', 'exam', 'but', 'life', 'first', 'conducts', 'exam', 'amp', 'then', 'teaches', 'lessons', 'happy', 'morning']"
ham,"['dear', 'good', 'morning', 'now', 'only', 'am', 'up']"
ham,"['get', 'down', 'in', 'gandhipuram', 'and', 'walk', 'to', 'cross', 'cut', 'road', 'right', 'side', 'ltgt', 'street', 'road', 'and', 'turn', 'at', 'first', 'right']"
ham,"['dear', 'we', 'are', 'going', 'to', 'our', 'rubber', 'place']"
ham,"['sorry', 'battery', 'died', 'yeah', 'im', 'here']"
ham,"['yeshere', 'tv', 'is', 'always', 'available', 'in', 'work', 'place']"
spam,"['text', 'meet', 'someone', 'sexy', 'today', 'can', 'find', 'date', 'or', 'even', 'flirt', 'its', 'up', 'to', 'join', 'just', 'reply', 'with', 'name', 'age', 'eg', 'sam', 'msg', 'recdthirtyeight', 'pence']"
ham,"['have', 'printed', 'it', 'oh', 'so', 'ltgt', 'come', 'upstairs']"
ham,"['or', 'ill', 'be', 'little', 'closer', 'like', 'at', 'the', 'bus', 'stop', 'on', 'the', 'same', 'street']"
ham,"['where', 'are', 'youwhen', 'wil', 'you', 'reach', 'here']"
ham,"['new', 'theory', 'argument', 'wins', 'situation', 'but', 'loses', 'the', 'person', 'so', 'dont', 'argue', 'with', 'ur', 'friends', 'just', 'kick', 'them', 'amp', 'say', 'im', 'always', 'correct']"
spam,"['have', 'secret', 'admirer', 'who', 'is', 'looking', 'make', 'contact', 'with', 'ufind', 'out', 'who', 'they', 'rreveal', 'who', 'thinks', 'ur', 'so', 'specialcall', 'on']"
ham,"['tomarrow', 'final', 'hearing', 'on', 'my', 'laptop', 'case', 'so', 'cant']"
ham,"['pleassssssseeeeee', 'tel', 'me', 'avent', 'done', 'sportsx']"
ham,"['okay', 'no', 'no', 'just', 'shining', 'on', 'that', 'was', 'meant', 'to', 'be', 'signing', 'but', 'that', 'sounds', 'better']"
ham,"['although', 'told', 'dat', 'im', 'into', 'baig', 'face', 'watches', 'now', 'but', 'really', 'like', 'watch', 'gave', 'cos', 'its', 'fr', 'thanx', 'everything', 'dat', 'uve', 'done', 'today', 'im', 'touched']"
ham,"['dont', 'remember', 'that', 'old', 'commercial']"
ham,"['too', 'late', 'said', 'have', 'the', 'website', 'didnt', 'have', 'or', 'dont', 'have', 'the', 'slippers']"
ham,"['asked', 'you', 'to', 'call', 'him', 'now', 'ok']"
ham,"['kallis', 'wont', 'bat', 'in', 'nd', 'innings']"
ham,"['it', 'didnt', 'work', 'again', 'oh', 'ok', 'goodnight', 'then', 'ill', 'fix', 'and', 'have', 'it', 'ready', 'by', 'the', 'time', 'you', 'wake', 'up', 'you', 'are', 'very', 'dearly', 'missed', 'have', 'good', 'night', 'sleep']"
spam,"['congratulations', 'ur', 'awarded', 'of', 'cd', 'vouchers', 'or', 'gift', 'guaranteed', 'free', 'entry', 'wkly', 'draw', 'txt', 'music', 'to', 'tncs', 'wwwldewcomwinppmxage']"
ham,"['ranjith', 'cal', 'drpd', 'deeraj', 'and', 'deepak', 'min', 'hold']"
ham,"['wen', 'ur', 'lovable', 'bcums', 'angry', 'wid', 'dnt', 'take', 'it', 'seriously', 'coz', 'being', 'angry', 'is', 'most', 'childish', 'true', 'way', 'of', 'showing', 'deep', 'affection', 'care', 'luv', 'kettoda', 'manda', 'have', 'nice', 'day', 'da']"
ham,"['what', 'you', 'doinghow', 'are', 'you']"
ham,"['ups', 'which', 'is', 'days', 'also', 'and', 'the', 'shipping', 'company', 'that', 'takes', 'wks', 'the', 'other', 'way', 'is', 'usps', 'which', 'takes', 'week', 'but', 'when', 'it', 'gets', 'to', 'lag', 'you', 'may', 'have', 'to', 'bribe', 'nipost', 'to', 'get', 'your', 'stuff']"
ham,"['im', 'back', 'lemme', 'know', 'when', 'youre', 'ready']"
ham,"['dont', 'necessarily', 'expect', 'it', 'to', 'be', 'done', 'before', 'you', 'get', 'back', 'though', 'because', 'im', 'just', 'now', 'headin', 'out']"
ham,"['mmm', 'so', 'yummy', 'babe', 'nice', 'jolt', 'to', 'the', 'suzy']"
ham,"['where', 'are', 'you', 'lover', 'need', 'you']"
spam,"['we', 'tried', 'to', 'contact', 'you', 're', 'your', 'reply', 'to', 'our', 'offer', 'of', 'video', 'handset', 'anytime', 'networks', 'mins', 'unlimited', 'text', 'camcorder', 'reply', 'or', 'call', 'now']"
ham,"['parked', 'next', 'to', 'mini', 'when', 'are', 'you', 'coming', 'in', 'today', 'do', 'you', 'think']"
ham,['yup']
ham,"['anyway', 'im', 'going', 'shopping', 'on', 'my', 'own', 'now', 'cos', 'my', 'sis', 'not', 'done', 'yet', 'dun', 'disturb', 'liao']"
ham,"['my', 'no', 'in', 'luton', 'ring', 'me', 'if', 'ur', 'around']"
spam,"['hey', 'am', 'really', 'horny', 'want', 'to', 'chat', 'or', 'see', 'me', 'naked', 'text', 'hot', 'to', 'text', 'charged', 'at', 'pm', 'to', 'unsubscribe', 'text', 'stop']"
ham,"['why', 'you', 'dint', 'come', 'with', 'us']"
ham,"['same', 'wana', 'plan', 'trip', 'sometme', 'then']"
ham,"['not', 'sure', 'yet', 'still', 'trying', 'to', 'get', 'hold', 'of', 'him']"
spam,"['ur', 'ringtone', 'service', 'has', 'changed', 'free', 'credits', 'go', 'to', 'clubmobilescom', 'to', 'choose', 'content', 'now', 'stop', 'txt', 'club', 'stop', 'to', 'pwk', 'club', 'po', 'box', 'mk', 'wt']"
ham,"['the', 'evo', 'just', 'had', 'to', 'download', 'flash', 'jealous']"
spam,"['ringtone', 'club', 'get', 'the', 'uk', 'singles', 'chart', 'on', 'your', 'mobile', 'each', 'week', 'and', 'choose', 'any', 'top', 'quality', 'ringtone', 'this', 'message', 'is', 'free', 'of', 'charge']"
ham,"['come', 'to', 'mu', 'were', 'sorting', 'out', 'our', 'narcotics', 'situation']"
ham,"['night', 'has', 'ended', 'for', 'another', 'day', 'morning', 'has', 'come', 'in', 'special', 'way', 'may', 'you', 'smile', 'like', 'the', 'sunny', 'rays', 'and', 'leaves', 'your', 'worries', 'at', 'the', 'blue', 'blue', 'bay']"
spam,"['hmv', 'bonus', 'special', 'pounds', 'of', 'genuine', 'hmv', 'vouchers', 'to', 'be', 'won', 'just', 'answer', 'easy', 'questions', 'play', 'now', 'send', 'hmv', 'to', 'more', 'infowwwpercentrealcom']"
ham,"['usf', 'guess', 'might', 'as', 'well', 'take', 'car']"
ham,"['no', 'objection', 'my', 'bf', 'not', 'coming']"
ham,['thanx']
ham,"['tell', 'rob', 'to', 'mack', 'his', 'gf', 'in', 'the', 'theater']"
ham,"['awesome', 'ill', 'see', 'you', 'in', 'bit']"
ham,"['just', 'sent', 'it', 'so', 'what', 'type', 'of', 'food', 'do', 'you', 'like']"
ham,"['all', 'done', 'all', 'handed', 'in', 'celebrations', 'in', 'full', 'swing', 'yet']"
ham,"['you', 'got', 'called', 'tool']"
ham,"['wen', 'miss', 'someone', 'the', 'person', 'is', 'definitely', 'special', 'for', 'but', 'if', 'the', 'person', 'is', 'so', 'special', 'why', 'to', 'miss', 'them', 'just', 'keepintouch', 'gdeve']"
ham,"['ok', 'asked', 'for', 'money', 'how', 'far']"
ham,['okie']
ham,"['yeah', 'think', 'my', 'usual', 'guys', 'still', 'passed', 'out', 'from', 'last', 'night', 'if', 'you', 'get', 'ahold', 'of', 'anybody', 'let', 'me', 'know', 'and', 'ill', 'throw', 'down']"
ham,"['might', 'come', 'by', 'tonight', 'then', 'if', 'my', 'class', 'lets', 'out', 'early']"
ham,['ok']
ham,"['hi', 'baby', 'im', 'cruisin', 'with', 'my', 'girl', 'friend', 'what', 'up', 'give', 'me', 'call', 'in', 'and', 'hour', 'at', 'home', 'if', 'thats', 'alright', 'or', 'fone', 'me', 'on', 'this', 'fone', 'now', 'love', 'jenny', 'xxx']"
ham,"['my', 'life', 'means', 'lot', 'to', 'me', 'not', 'because', 'love', 'my', 'life', 'but', 'because', 'love', 'the', 'people', 'in', 'my', 'life', 'the', 'world', 'calls', 'them', 'friends', 'call', 'them', 'my', 'world', 'ge']"
ham,"['dearshall', 'mail', 'tonitebusy', 'in', 'the', 'streetshall', 'update', 'you', 'tonitethings', 'are', 'looking', 'okvarunnathu', 'edukkukayee', 'raksha', 'ollubut', 'good', 'one', 'in', 'real', 'sense']"
ham,"['hey', 'you', 'told', 'your', 'name', 'to', 'gautham', 'ah']"
ham,"['haf', 'found', 'him', 'feel', 'so', 'stupid', 'da', 'cam', 'was', 'working']"
ham,"['oops', 'got', 'that', 'bit']"
ham,"['are', 'you', 'this', 'much', 'buzy']"
ham,"['accidentally', 'deleted', 'the', 'message', 'resend', 'please']"
spam,"['tmobile', 'customer', 'you', 'may', 'now', 'claim', 'your', 'free', 'camera', 'phone', 'upgrade', 'pay', 'go', 'sim', 'card', 'for', 'your', 'loyalty', 'call', 'on', 'offer', 'ends', 'thfebtcs', 'apply']"
ham,"['unless', 'its', 'situation', 'where', 'you', 'go', 'gurl', 'would', 'be', 'more', 'appropriate']"
ham,"['hurt', 'me', 'tease', 'me', 'make', 'me', 'cry', 'but', 'in', 'the', 'end', 'of', 'my', 'life', 'when', 'die', 'plz', 'keep', 'one', 'rose', 'on', 'my', 'grave', 'and', 'say', 'stupid', 'miss', 'have', 'nice', 'day', 'bslvyl']"
ham,"['cant', 'pick', 'the', 'phone', 'right', 'now', 'pls', 'send', 'message']"
ham,"['need', 'coffee', 'run', 'tomocant', 'believe', 'its', 'that', 'time', 'of', 'week', 'already']"
ham,"['awesome', 'remember', 'the', 'last', 'time', 'we', 'got', 'somebody', 'high', 'for', 'the', 'first', 'time', 'with', 'diesel']"
ham,"['shit', 'that', 'is', 'really', 'shocking', 'and', 'scary', 'cant', 'imagine', 'for', 'second', 'def', 'up', 'for', 'night', 'out', 'do', 'think', 'there', 'is', 'somewhere', 'could', 'crash', 'for', 'night', 'save', 'on', 'taxi']"
ham,"['oh', 'and', 'by', 'the', 'way', 'you', 'do', 'have', 'more', 'food', 'in', 'your', 'fridge', 'want', 'to', 'go', 'out', 'for', 'meal', 'tonight']"
ham,"['he', 'is', 'womdarfull', 'actor']"
spam,"['sms', 'ac', 'blind', 'date', 'rodds', 'is', 'from', 'aberdeen', 'united', 'kingdom', 'check', 'him', 'out', 'httpimg', 'sms', 'acwicmbcktzr', 'no', 'blind', 'dates', 'send', 'hide']"
ham,"['yup', 'from', 'what', 'remb', 'think', 'should', 'be', 'can', 'book']"
ham,"['jos', 'ask', 'if', 'wana', 'meet', 'up']"
ham,"['lol', 'yes', 'our', 'friendship', 'is', 'hanging', 'on', 'thread', 'cause', 'wont', 'buy', 'stuff']"
spam,"['themob', 'check', 'out', 'our', 'newest', 'selection', 'of', 'content', 'games', 'tones', 'gossip', 'babes', 'and', 'sport', 'keep', 'your', 'mobile', 'fit', 'and', 'funky', 'text', 'wap', 'to']"
ham,"['where', 'are', 'the', 'garage', 'keys', 'they', 'arent', 'on', 'the', 'bookshelf']"
ham,"['today', 'is', 'accept', 'dayu', 'accept', 'me', 'as', 'brother', 'sister', 'lover', 'dear', 'best', 'clos', 'lvblefrnd', 'jstfrnd', 'cutefrnd', 'lifpartnr', 'belovd', 'swtheart', 'bstfrnd', 'no', 'rply', 'means', 'enemy']"
spam,"['think', 'ur', 'smart', 'win', 'this', 'week', 'in', 'our', 'weekly', 'quiz', 'text', 'play', 'to', 'nowtcs', 'winnersclub', 'po', 'box', 'uz', 'gbpweek']"
ham,"['he', 'says', 'hell', 'give', 'me', 'call', 'when', 'his', 'friends', 'got', 'the', 'money', 'but', 'that', 'hes', 'definitely', 'buying', 'before', 'the', 'end', 'of', 'the', 'week']"
ham,"['hi', 'the', 'way', 'was', 'with', 'day', 'is', 'the', 'normal', 'waythis', 'is', 'the', 'real', 'me', 'ur', 'uniquei', 'hope', 'know', 'the', 'rest', 'of', 'mylife', 'hope', 'find', 'wot', 'was', 'lost']"
ham,"['you', 'made', 'my', 'day', 'do', 'have', 'great', 'day', 'too']"
ham,"['kkadvance', 'happy', 'pongal']"
ham,"['hmmm', 'guess', 'we', 'can', 'go', 'kb', 'power', 'yoga', 'haha', 'dunno', 'we', 'can', 'tahan', 'power', 'yoga', 'anot', 'thk', 'got', 'lo', 'oso', 'forgot', 'liao']"
ham,"['not', 'really', 'dude', 'have', 'no', 'friends', 'im', 'afraid']"
spam,"['december', 'only', 'had', 'your', 'mobile', 'mths', 'you', 'are', 'entitled', 'to', 'update', 'to', 'the', 'latest', 'colour', 'camera', 'mobile', 'for', 'free', 'call', 'the', 'mobile', 'update', 'co', 'free', 'on']"
ham,"['coffee', 'cake', 'guess']"
ham,"['merry', 'christmas', 'to', 'you', 'too', 'babe', 'love', 'ya', 'kisses']"
ham,"['hey', 'why', 'dont', 'we', 'just', 'go', 'watch', 'men', 'and', 'have', 'lunch', 'haha']"
ham,"['cud', 'tell', 'ppl', 'im', 'gona', 'bit', 'cos', 'buses', 'hav', 'gon', 'past', 'cos', 'they', 'were', 'full', 'im', 'still', 'waitin', 'pete']"
ham,"['that', 'would', 'be', 'great', 'well', 'be', 'at', 'the', 'guild', 'could', 'meet', 'on', 'bristol', 'road', 'or', 'somewhere', 'will', 'get', 'in', 'touch', 'over', 'weekend', 'our', 'plans', 'take', 'flight', 'have', 'good', 'week']"
ham,"['no', 'problem', 'how', 'are', 'you', 'doing']"
ham,"['no', 'callsmessagesmissed', 'calls']"
ham,"['hi', 'dahow', 'is', 'the', 'todays', 'class']"
ham,"['id', 'say', 'thats', 'good', 'sign', 'but', 'well', 'you', 'know', 'my', 'track', 'record', 'at', 'reading', 'women']"
ham,"['cool', 'text', 'me', 'when', 'youre', 'parked']"
ham,"['im', 'reading', 'the', 'text', 'just', 'sent', 'you', 'its', 'meant', 'to', 'be', 'joke', 'so', 'read', 'it', 'in', 'that', 'light']"
ham,"['kkapo', 'kgood', 'movie']"
ham,"['maybe', 'could', 'get', 'book', 'out', 'tomo', 'then', 'return', 'it', 'immediately', 'or', 'something']"
spam,"['call', 'germany', 'for', 'only', 'pence', 'per', 'minute', 'call', 'from', 'fixed', 'line', 'via', 'access', 'number', 'no', 'prepayment', 'direct', 'access']"
ham,"['any', 'chance', 'you', 'might', 'have', 'had', 'with', 'me', 'evaporated', 'as', 'soon', 'as', 'you', 'violated', 'my', 'privacy', 'by', 'stealing', 'my', 'phone', 'number', 'from', 'your', 'employers', 'paperwork', 'not', 'cool', 'at', 'all', 'please', 'do', 'not', 'contact', 'me', 'again', 'or', 'will', 'report', 'you', 'to', 'your', 'supervisor']"
spam,"['valentines', 'day', 'special', 'win', 'over', 'in', 'our', 'quiz', 'and', 'take', 'your', 'partner', 'on', 'the', 'trip', 'of', 'lifetime', 'send', 'go', 'to', 'now', 'pmsg', 'rcvd', 'custcare']"
ham,"['tadaaaaa', 'am', 'home', 'babe', 'are', 'you', 'still', 'up']"
ham,"['cool', 'so', 'how', 'come', 'you', 'havent', 'been', 'wined', 'and', 'dined', 'before']"
ham,"['just', 'sleepingand', 'surfing']"
ham,"['sorry', 'ill', 'call', 'later']"
ham,"['calling', 'me', 'right', 'call', 'my', 'hand', 'phone']"
ham,"['ok', 'thats', 'great', 'thanx', 'lot']"
ham,"['take', 'it', 'the', 'post', 'has', 'come', 'then', 'you', 'must', 'have', 'of', 'texts', 'now', 'happy', 'reading', 'my', 'one', 'from', 'wiv', 'hello', 'caroline', 'at', 'the', 'end', 'is', 'my', 'favourite', 'bless', 'him']"
ham,"['where', 'been', 'hiding', 'stranger']"
ham,"['am', 'not', 'interested', 'to', 'do', 'like', 'that']"
ham,"['my', 'sister', 'cleared', 'two', 'round', 'in', 'birla', 'soft', 'yesterday']"
ham,"['gudnitetcpractice', 'going', 'on']"
ham,"['dis', 'is', 'yijue', 'jus', 'saw', 'ur', 'mail', 'in', 'case', 'huiming', 'havent', 'sent', 'my', 'num', 'dis', 'is', 'my', 'num']"
ham,"['one', 'small', 'prestige', 'problem', 'now']"
spam,"['fancy', 'shag', 'dointerested', 'sextextukcom', 'txt', 'xxuk', 'suzy', 'to', 'txts', 'cost', 'per', 'msg', 'tncs', 'on', 'website']"
ham,"['just', 'checking', 'in', 'on', 'you', 'really', 'do', 'miss', 'seeing', 'jeremiah', 'do', 'have', 'great', 'month']"
ham,"['nah', 'cant', 'help', 'you', 'there', 'ive', 'never', 'had', 'an', 'iphone']"
ham,"['if', 'youre', 'not', 'in', 'my', 'car', 'in', 'an', 'hour', 'and', 'half', 'im', 'going', 'apeshit']"
ham,"['today', 'is', 'sorry', 'day', 'if', 'ever', 'was', 'angry', 'with', 'you', 'if', 'ever', 'misbehaved', 'or', 'hurt', 'you', 'plz', 'plz', 'just', 'slap', 'urself', 'bcoz', 'its', 'ur', 'fault', 'im', 'basically', 'good']"
ham,"['yo', 'you', 'guys', 'ever', 'figure', 'out', 'how', 'much', 'we', 'need', 'for', 'alcohol', 'jay', 'and', 'are', 'trying', 'to', 'figure', 'out', 'how', 'much', 'we', 'can', 'safely', 'spend', 'on', 'weed']"
ham,"['ltgt', 'ish', 'minutes', 'was', 'minutes', 'ago', 'wtf']"
ham,"['thank', 'you', 'for', 'callingforgot', 'to', 'say', 'happy', 'onam', 'to', 'you', 'sirjii', 'am', 'fine', 'here', 'and', 'remembered', 'you', 'when', 'met', 'an', 'insurance', 'personmeet', 'you', 'in', 'qatar', 'insha', 'allahrakhesh', 'ex', 'tata', 'aig', 'who', 'joined', 'tisscotayseer']"
spam,"['congratulations', 'ur', 'awarded', 'of', 'cd', 'vouchers', 'or', 'gift', 'guaranteed', 'free', 'entry', 'wkly', 'draw', 'txt', 'music', 'to', 'tncs', 'wwwldewcomwinppmxage']"
spam,"['ur', 'cashbalance', 'is', 'currently', 'pounds', 'to', 'maximize', 'ur', 'cashin', 'now', 'send', 'cash', 'to', 'only', 'pmsg', 'cc', 'hgsuitelands', 'rowwjhl']"
ham,"['im', 'an', 'actor', 'when', 'work', 'work', 'in', 'the', 'evening', 'and', 'sleep', 'late', 'since', 'im', 'unemployed', 'at', 'the', 'moment', 'always', 'sleep', 'late', 'when', 'youre', 'unemployed', 'every', 'day', 'is', 'saturday']"
ham,"['hello', 'just', 'got', 'here', 'st', 'andrewsboy', 'its', 'long', 'way', 'its', 'cold', 'will', 'keep', 'you', 'posted']"
